ID;SKU;Imagen
211864785;GAM067;https://www.xt-pc.com.ar/img/productos/44/GAM067.jpg
211864790;GAM068;https://www.xt-pc.com.ar/img/productos/48/GAM068.jpg
211864800;GAM070;https://www.xt-pc.com.ar/img/productos/48/GAM070.jpg
211864809;MEM750;https://www.xt-pc.com.ar/img/productos/4/MEM750.jpg
211864819;AUR349;https://www.xt-pc.com.ar/img/productos/28/AUR349.jpg
211864826;DIS599;https://www.xt-pc.com.ar/img/productos/12/DIS599.jpg
211864830;MOU576;https://www.xt-pc.com.ar/img/productos/14/MOU576.jpg
211864835;APG000;https://www.xt-pc.com.ar/img/productos/6/APG000.jpg
211864840;APG001;https://www.xt-pc.com.ar/img/productos/6/APG001.jpg
211864847;DIS602;https://www.xt-pc.com.ar/img/productos/12/DIS602.jpg
211864850;TEC468;https://www.xt-pc.com.ar/img/productos/8/TEC468.jpg
211864859;DIS604;https://www.xt-pc.com.ar/img/productos/12/DIS604.jpg
211864869;VGA1748;https://www.xt-pc.com.ar/img/productos/3/VGA1748.jpg
211864880;MON348;https://www.xt-pc.com.ar/img/productos/18/MON348.jpg
211864885;VGA1761;https://www.xt-pc.com.ar/img/productos/3/VGA1761.jpg
211864895;MOU578;https://www.xt-pc.com.ar/img/productos/14/MOU578.jpg
211864906;TEC472;https://www.xt-pc.com.ar/img/productos/8/TEC472.jpg
211864915;TEC473;https://www.xt-pc.com.ar/img/productos/8/TEC473.jpg
211864928;COO341;https://www.xt-pc.com.ar/img/productos/23/COO341.jpg
211864940;COO342;https://www.xt-pc.com.ar/img/productos/23/COO342.jpg
211864949;COO343;https://www.xt-pc.com.ar/img/productos/23/COO343.jpg
211864960;COO344;https://www.xt-pc.com.ar/img/productos/23/COO344.jpg
211864974;DIS605;https://www.xt-pc.com.ar/img/productos/12/DIS605.jpg
211864985;DIS606;https://www.xt-pc.com.ar/img/productos/12/DIS606.jpg
211864992;MEM760;https://www.xt-pc.com.ar/img/productos/4/MEM760.jpg
211864997;VGA1762;https://www.xt-pc.com.ar/img/productos/3/VGA1762.jpg
211865005;VGA1763;https://www.xt-pc.com.ar/img/productos/3/VGA1763.jpg
